AssignmentStatus,Input.document,Input.case,Answer.answer,Answer.case
Approved,<p>Obsessive-compulsive disorder (OCD) features a pattern of unreasonable thoughts and fears (obsessions) that lead you to do repetitive behaviors (compulsions).</p>,264,Obsessive-compulsive disorder (OCD) is a kind of disorder which results in anxiety and troublesome or insane thoughts that encourages you to do iterated behaviors (monotonous).,264
Approved,"<p>Obsessive-Compulsive Disorder Symptoms, Causes and Effects. Obsessive-compulsive disorder, or OCD, is an anxiety disorder that generally causes extreme discomfort.</p>",265,Symptoms of Obsessive-Compulsive Disorder and its causes. Obsessive-Compulsive Disorder (OCD) is a psychological disorder often characterized by discomfort and anxiety.,265
Approved,"<p>Obsessive-Compulsive Disorder Symptoms, Causes and Effects. Obsessive-compulsive disorder, or OCD, is an anxiety disorder that generally causes extreme discomfort.</p>",265,"Obsessive-compulsive disorder, also known as OCD, is known to cause extreme discomfort in those that suffer from it.  OCD is considered an anxiety disorder.",265
Approved,"<p>People with obsessive-compulsive disorder (OCD) suffer intensely from recurrent unwanted thoughts (obsessions) or rituals (compulsions), which they feel they cannot control.</p>",266,Individuals that suffer from the condition known as OCD (Obsessive Compulsive Disorder) have intense recurring thoughts (Obsessions) that are unwanted and/or rituals (compulsions) that they cannot control.,266
Approved,"<p>People with obsessive-compulsive disorder (OCD) suffer intensely from recurrent unwanted thoughts (obsessions) or rituals (compulsions), which they feel they cannot control.</p>",266,People who have OCD have to go through life suffering from intense reoccurring thoughts or rituals which they are not able to control.,266
Approved,"<p>We have a 1974 MGB GT that we just purchased from the original owner. It was always garaged and is in exceptional condition. The engine is rebuilt with performance modifications including special electronic ignition, higher compression, and a balanced rotating assembly.</p>",267,"Second owner of a newly purchased 1974 MGB GT.  Rebuilt engine with performance modifications including special electronic ignition, higher compression and a balanced rotating assembly. Exceptional condition and was always garage kept.",267
Approved,"<p>We have a 1974 MGB GT that we just purchased from the original owner. It was always garaged and is in exceptional condition. The engine is rebuilt with performance modifications including special electronic ignition, higher compression, and a balanced rotating assembly.</p>",267,"The 1974 MGB GT we just bought is in excellent condition.  We purchased it from the original owner who always kept it in the garage.  When the engine was rebuilt, it included performance modifications.  A special electronic ignition, higher compression, and a balanced rotating assembly were included.",267
Approved,"<p>MGB: The Sports Car America Loved First. Morris Garage, or MG, first advertised its sports cars to American audiences in 1947 by introducing the TC model.</p>",268,"Morris Garage (MG) is the company behind one of America's most well and long-loved sports cars. They introduced their TC model in 1947, capturing the imaginations of American consumers.",268
Approved,"<p>MGB: The Sports Car America Loved First. Morris Garage, or MG, first advertised its sports cars to American audiences in 1947 by introducing the TC model.</p>",268,"American sports car manufacturer, Morris Garage (MG), was America's first beloved Sports Car.  American audiences first saw advertisements of MG in 1947 introducing the TC model.",268
Approved,"<p>The MGB is a two-door sports car manufactured and marketed by MG Cars and its successors as a four-cylinder, soft-top roadster — along with variants including the MGB GT three-door 2+2 coupé, the six-cylinder roadster and coupé MGC, and the eight-cylinder 2+2 coupé, the MGB GT V8.</p>",269,"The MGB is a sports car with two doors. It is manufactured by MG Cars and marketed as a soft-top, four-cylinder roadster. Variants of the cars marketed and manufactured in the same way by MG Cars and its successors include the six-cylinder roadster and coupe MGC, the MGB GT three-door 2+2 coupe and the eight-cylinder 2+2 coupe- the MGB GT V8.",269
Approved,"<p>The MGB is a two-door sports car manufactured and marketed by MG Cars and its successors as a four-cylinder, soft-top roadster — along with variants including the MGB GT three-door 2+2 coupé, the six-cylinder roadster and coupé MGC, and the eight-cylinder 2+2 coupé, the MGB GT V8.</p>",269,"The two door MGB sports car by GM is manufactured and marketed as a soft top four-cylinder roadster.  Other variants are the MGB GT, the six cylinder roadster, the MGC coupe, the eight cylinder 2+2 coupe and the MGB GT three door 2+2 coupe.",269
